ChannelNumber	N(E)	W	P	G(Z,W)	Value	Energy(MeV)
21.0	603.0	1.1232876712328768	0.5116397095063864	26.700277797721565	4.230676068548266	0.063
22.0	589.0	1.1291585127201564	0.524403419943459	26.634302216741396	4.164684175363553	0.066
23.0	629.0	1.1350293542074363	0.5369279606358286	26.569013911385046	4.28677324206579	0.069
24.0	656.0	1.1409001956947162	0.5492296937859804	26.50430413288521	4.360598106616024	0.072
25.0	624.0	1.1467710371819961	0.5613232684643237	26.44007538010714	4.236275874623226	0.075
26.0	676.0	1.152641878669276	0.5732218597212061	26.37623979346218	4.3921029577111215	0.078
27.0	765.0	1.1585127201565557	0.5849373665312739	26.3127178292119	4.654221593274388	0.081
28.0	668.0	1.1643835616438356	0.5964805769062258	26.249437156859454	4.332436118783612	0.084
29.0	761.0	1.1702544031311155	0.6078613065887345	26.186339435612382	4.606537893290128	0.087
30.0	725.0	1.1761252446183952	0.6190885163114238	26.123451271539984	4.479196911662026	0.09
31.0	710.0	1.181996086105675	0.6301704115309879	26.06084463935432	4.415896565504938	0.093
32.0	849.0	1.187866927592955	0.6411145277320789	25.998586891137133	4.810732210262154	0.096
33.0	920.0	1.1937377690802349	0.6519278037702152	25.936740679363048	4.989158243132847	0.099
34.0	782.0	1.1996086105675148	0.6626166452389521	25.875364484519135	4.5826908874914585	0.102
35.0	828.0	1.2054794520547945	0.6731869794688006	25.81451307063043	4.6981122350652855	0.105
36.0	923.0	1.2113502935420744	0.683644303468163	25.75423788023839	4.942045622201058	0.108
37.0	921.0	1.2172211350293543	0.693993725880969	25.694587378269734	4.918577362150998	0.111
38.0	868.0	1.223091976516634	0.7042400038476699	25.63560649463012	4.757501644697576	0.114
39.0	911.0	1.2289628180039138	0.7143875755051462	25.57730765671619	4.8561604897925585	0.117
